이름,성별,주소,나이,신장,체중,휴대폰번호,신용대출한도 ,신용잔액비율,신용등급,월소득,교육정도,직업종류
이석수,M,서울 영등포구 영등포동8가,60,156,71.526667,1025464977,170000000,231.16294,4,26667,이학박사,주부
편순생,F,경기 안산시 사2동,55,157,71.5275,1094672555,41600000,98.89315735,3,8027500,학사,주부
최승남,F,서울 서초구 방배3동,30,135,61.528333,1068716985,815800000,1205.093359,1,8028333,기타,자영업
이석자,F,대구 동구 불로동,38,133,72.529167,1013446674,68700000,1302.740116,3,8029167,석사,회사원
고숙이,F,광주 북구 운암동,76,178,82.486527,1059022174,8900000,49.51596751,5,8986527,이학박사,주부
최애례,F,서울 은평구 구산동,29,133,53.03,1046577629,1200000,0.052559437,6,8030000,대재,학생
신명숙,F,경기 파주시 금촌2동,39,145,70.530833,1021878281,1000000,0.849405501,7,8030833,기타,무직
손수현,F,경북 영천시 야사동,45,155,82.46778,1052158002,29000000,0.038028232,2,9967780,대퇴,주부
전은경,F,경기 성남시 수내동,62,159,67.033333,1098141324,474200000,655.1424956,3,33333,고졸,강사
최철호,M,경기 포천시 창수면,39,148,60.034167,1020670385,70600000,223.8903001,3,3034167,석사,학생
백만기,M,서울 영등포구 당산동2가,55,165,63.219668,1029829460,384800000,0.900583221,1,6219668,학사,자영업
유경순,F,충남 보령시 명천동,34,130,62.535,1090412873,40700000,56.6513091,7,35000,학사,강사
최재동,F,서울 은평구 수색동,70,180,75.244239,1062717089,378700000,109.2131233,2,4244239,학사,학생
고순희,F,경기 고양시 주엽2동,71,175,86.535833,1043635175,6100000,224.9926232,6,8035833,석사,강사
김동렬,M,대구 달성군 화원읍,71,169,81.5375,1052092737,117500000,0.259835829,3,1037500,전문학사,주부
오정자,F,대구 수성구 수성동4가,50,146,74.322932,1020705531,100800000,300.1205842,3,6322932,대재,자영업
이수경,F,서울 양천구 신월4동,38,147,57.038333,1045591844,2900000,4.257824487,10,38333,석사,자영업
권흥락,M,경북 구미시 송정동,41,147,63.039167,1065187180,34700000,779.9154904,4,1039167,대재,자영업
권정자,F,충북 옥천군 옥천읍,58,161,72.54,1019426552,742600000,54.54543585,2,1040000,대퇴,학생
박영천,M,서울 마포구 서교동,68,172,66.964456,1088695935,2100000,2.262253334,9,1964456,전문학사,주부
이태연,M,서울 구로구 신도림동,6,105,38.540833,1026950736,5000000,35.93270523,9,40833,석사,학생
김종상,M,충북 청주시 분평동,42,137,60.610665,1019363460,19200000,8.66164111,6,2110665,고졸,전문직
김봉열,M,대전 중구 선화동,64,162,78.041667,1011652703,17600000,1.786895638,8,41667,고졸,자영업
엄재섭,M,제주 서귀포시 동홍동,68,168,66.5425,1031072336,886800000,8141.830167,1,3042500,학사,회사원
이교성,M,충북 충주시 교현동,56,162,64.898107,1053625610,41000000,6.375969128,3,4898107,대퇴,자영업
한명동,M,전남 순천시 조례동,67,175,77.543333,1038005545,12900000,0.976131984,7,1043333,고졸,회사원
지경수,M,경기 양주시 삼숭동,25,135,60.044167,1079371871,13900000,74.23508489,9,44167,대퇴,주부
권재득,M,서울 영등포구 여의도동,35,136,49.545,1060160560,33200000,0.757163968,4,1045000,대재,자영업
조영만,M,경기 하남시 덕풍동,58,159,73.045833,1018595421,154100000,173.0603151,3,1045833,기타,학생
이기분,F,경기 의정부시 신곡1동,54,151,72.0475,1047821645,20800000,36.19827606,4,8047500,석사,강사
이동희,M,경기 안산시 초지동,68,177,75.548333,1043231010,7200000,343.0695192,7,1048333,석사,무직
심하응,M,인천 서구 검암동,69,170,80.049167,1081753673,67900000,213.8535528,6,49167,학사,무직
김학균,M,인천 계양구 동양동,52,151,57.55,1076352163,8000000,11.04720609,9,50000,고졸,자영업
박옥희,F,인천 연수구 청학동,60,157,64.550833,1060542197,24800000,55.03333067,5,1050833,대퇴,주부
김재안,M,경기 고양시 일산2동,51,154,72.0525,1065039215,14100000,1.928023202,7,1052500,대재,자영업
이금자,F,경기 파주시 금촌2동,39,139,69.053333,1064259609,65900000,17.37234686,6,53333,중졸,강사
신안자,F,대구 서구 평리4동,61,161,73.054167,1053043222,4000000,5.012286367,6,8054167,대퇴,강사
박민욱,M,인천 남구 주안2동,56,163,71.555,1076557608,721700000,81.56139498,2,1055000,학사,무직
임미향,F,경남 진주시 평거동,47,142,80.555833,1067861154,1900000,0.002412898,2,8055833,공학박사,회사원
양오만,M,경기 김포시 감정동,48,143,63.056667,1081729350,31800000,47.71987533,6,1056667,기타,강사
곽군자,F,경기 의정부시 녹양동,28,136,62.5575,1044177085,308100000,3.571585771,2,8057500,기타,회사원
김경희,F,전북 익산시 오산면,46,149,63.558333,1089892016,35000000,28.10333032,4,8058333,석사,자영업
정춘호,M,강원 속초시 청학동,44,140,70.559167,1022635404,18300000,37.37386321,6,1059167,석사,무직
이광수,M,부산 사하구 다대2동,81,190,73.06,1041693528,15200000,53.95715376,7,1060000,석사,학생
김기혁,F,경기 김포시 고촌면,55,155,74.560833,1056831983,39200000,4.799589586,6,1060833,학사,주부
이은배,M,경기 고양시 성사1동,76,176,75.561667,1093265842,63700000,0.092544652,3,61667,대재,강사
최인수,M,경기 고양시 대화동,50,157,80.469962,1021710608,23800000,1.082534968,7,5969962,전문학사,학생
최창남,M,서울 송파구 삼전동,61,168,60.5625,1040716099,97400000,10.22223174,3,1062500,전문학사,회사원
최덕조,M,경기 고양시 마두2동,43,149,74.189807,1074647065,27000000,9.280975341,8,7689807,대재,무직
이순복,F,대구 동구 지묘동,56,155,76.564167,1016889167,560100000,1049.930267,1,8064167,석사,학생
이월순,F,서울 관악구 봉천본동,56,153,63.065,1035472115,354000000,366.3913556,2,1065000,학사,강사
이철희,M,서울 송파구 가락동,49,155,59.565833,1088558398,42400000,8.022010581,7,65833,전문학사,자영업
박찬진,M,강원 태백시 상장동,44,152,51.566667,1024141592,11000000,1.583886062,9,66667,고졸,강사
노판선,F,경기 고양시 탄현동,36,136,58.5675,1022291299,15900000,5.021177368,4,8067500,학사,학생
박원배,M,충남 서천군 서천읍,64,167,74.569167,1052388380,17400000,23.38917162,7,1069167,고졸,주부
조봉주,M,대전 대덕구 송촌동,44,145,72.271027,1046319459,176500000,199.1910473,2,8771027,대재,주부
노병도,M,경기 동두천시 보산동,42,144,52.07,1094563731,795600000,86.00792838,2,1070000,전문학사,강사
김향규,F,경기 고양시 삼송동,29,139,55.612098,1032543260,81200000,4.506002306,3,6112098,대재,회사원
신금숙,F,경기 안산시 고잔동,65,168,70.070833,1053034301,10200000,2.547016171,5,8070833,기타,무직
방계심,F,경남 거창군 거창읍,40,145,58.327276,1069046794,6600000,2.605105138,7,2827276,대재,무직
나혜옥,F,경기 파주시 조리읍,78,181,93.0725,1084958566,5900000,2.755837471,6,8072500,대재,회사원
남옥분,F,경기 성남시 서현동,60,155,70.038687,1038198311,6400000,24.9974612,7,2038687,대재,주부
정지순,F,경기 고양시 일산3동,36,131,66.007994,1035915526,68200000,649.8208705,3,12007994,고졸,회사원
추영숙,F,대구 남구 봉덕2동,65,167,74.073333,1094107214,35300000,130.9036431,4,8073333,석사,자영업
표기원,M,경남 창원시 대원동,36,134,67.074167,1098834899,71000000,143.7002615,4,1074167,공학박사,회사원
박후근,M,경기 고양시 삼송동,60,167,70.075,1042337528,2500000,28.26839142,9,1075000,전문학사,자영업
김경민,F,경기 안양시 호계동,59,166,76.075833,1042105184,12600000,19.80459467,5,3075833,고졸,주부
김정옥,F,대전 대덕구 법동,50,160,85.091034,1067475999,6100000,8.006352581,6,11591034,학사,주부
전현숙,F,경기 고양시 탄현동,66,164,75.076667,1084316376,48900000,72.91520662,3,8076667,대재,자영업
서은영,F,대구 북구 산격4동,30,138,60.5775,1086469271,1700000,0.466961896,7,8077500,학사,학생
강일성,M,부산 연제구 거제2동,61,171,81.578333,1057374211,86700000,3.408963167,3,3078333,기타,학생
김철재,M,전북 군산시 장재동,47,155,67.579167,1051308726,43000000,7.639419404,4,1079167,학사,학생
라영옥,M,서울 은평구 갈현동,57,158,69.081667,1030676551,74900000,136.987053,6,81667,중졸,학생
김미숙,M,서울 강동구 성내2동,83,180,74.5825,1014763729,6400000,0.840871947,8,1082500,석사,회사원
최의보,M,서울 금천구 시흥1동,45,149,58.008333,1060548338,877200000,1920.962846,2,1008333,이학박사,전문직
이혜진,F,경기 안양시 평촌동,29,137,65.009167,1097483816,2900000,0.495114838,6,8009167,석사,학생
강남이,F,서울 양천구 신월7동,48,147,66.01,1038034905,14400000,1.663262561,8,10000,석사,자영업
한묘순,F,서울 은평구 신사동,69,173,72.010833,1096060940,7600000,1.011698563,7,1010833,학사,회사원
윤상주,M,경기 고양시 일산2동,12,110,40.011667,1014579660,43100000,53.91570636,7,11667,고졸,회사원
오금자,F,경기 구리시 수택2동,51,152,69.0125,1053667634,5200000,0.52095872,6,8012500,대재,강사
장종복,M,경기 고양시 주엽2동,51,151,66.013333,1052714155,8000000,0.27165125,4,7013333,고졸,주부
신인자,F,전북 순창군 금과면,64,159,86.514167,1050936178,9300000,1.778773721,5,8014167,석사,강사
김대식,M,경남 마산시 구암2동,52,159,80.515,1041228846,286600000,1275.938367,3,1015000,대재,무직
손복례,F,충남 예산군 예산읍,51,160,75.015833,1012180401,190200000,249.40697,4,15833,중졸,학생
임명철,M,대구 서구 내당동,61,161,69.516667,1097340457,65500000,157.6690971,7,16667,석사,회사원
김은열,M,경기 고양시 일산2동,78,177,84.0175,1085623684,329300000,505.9296553,3,17500,고졸,학생
장지완,M,서울 마포구 신수동,41,141,73.518333,1075568073,18200000,2.125839166,6,1018333,초졸,자영업
윤윤복,M,서울 은평구 갈현동,36,136,61.019167,1066193519,39200000,44.23071281,7,19167,전문학사,강사
김정일,M,경기 양주시 장흥면,73,176,88.02,1013854025,174400000,5282.447372,4,20000,학사,무직
오정자,F,경기 오산시 은계동,54,157,59.520833,1054853878,4700000,0.50111247,9,20833,기타,무직
오성순,F,경기 고양시 덕이동,68,172,79.0225,1019128691,10300000,17.10335574,8,1022500,학사,자영업
이배원,M,경기 과천시 중앙동,37,145,61.742417,1089697856,5400000,5.595292494,8,2242417,학사,자영업
오석철,M,경기 화성시 태안읍,60,170,68.523333,1066293841,7000000,1.256100386,9,23333,학사,자영업
옹점순,F,경기 포천시 소흘읍,44,153,68.024167,1059260803,67700000,8.545022487,4,1024167,학사,자영업
하영옥,F,경기 고양시 일산3동,54,157,65.526667,1038403086,63200000,3.201092586,3,8026667,전문학사,자영업
송명광,M,인천 서구 불로동,50,148,62.0275,1025311143,78400000,161.4846703,3,3027500,대재,무직
박종채,M,경기 고양시 탄현동,55,160,69.028333,1061789823,30900000,32.97649704,8,28333,석사,회사원
최명귀,M,충남 예산군 예산읍,52,151,74.529167,1084813262,374700000,40.67228784,3,29167,기타,회사원
최순호,M,서울 관악구 신림동,63,173,70.53,1091993340,13000000,0.335573987,4,3030000,석사,무직
윤한철,M,대구 동구 신암4동,23,122,48.030833,1099967477,8500000,0.019701829,3,1030833,대퇴,자영업
이소덕,F,충남 홍성군 구항면,56,163,93.983226,1078810081,83100000,1555.568035,3,14483226,석사,강사
송명식,M,경남 창원시 진동면,6,111,52.531667,1025508335,30400000,41.69112363,7,31667,해외유학,회사원
김충세,M,경기 파주시 교하읍,66,166,68.5325,1098028538,31500000,34.66162551,7,32500,석사,학생
전유홍,M,경기 수원시 고등동,67,168,89.533333,1036891584,512100000,139.7617364,1,7033333,대퇴,주부
김종성,M,광주 북구 운암2동,42,140,71.034167,1063033447,10200000,14.33262654,7,1034167,초졸,주부
최순애,F,경기 고양시 대화동,58,159,76.035,1043889306,315100000,981.488461,2,8035000,학사,무직
김교현,M,서울 서초구 내곡동,43,150,65.008248,1079898490,119300000,111.0509159,3,5008248,고졸,자영업
박재용,M,부산 부산진구 범천1동,66,169,79.035833,1015866866,17200000,22.84281487,8,35833,학사,자영업
김중환,M,경기 김포시 양촌면,48,155,61.036667,1026690920,13500000,2.539080206,7,1036667,대재,자영업
이범순,M,경남 거제시 신현읍,72,181,78.0375,1052286732,3300000,0.84017824,8,1037500,초졸,주부
가춘현,M,경기 용인시 포곡면,58,160,75.538333,1096412496,11600000,20.20339243,7,1038333,대퇴,무직
박남선,F,인천 계양구 장기동,36,138,65.539167,1031737488,3700000,4.502416094,7,8039167,대퇴,자영업
이정노,F,강원 강릉시 청량동,60,165,59.54,1054541448,26300000,31.79646394,8,40000,고졸,학생
유재선,F,서울 관악구 봉천8동,41,136,73.540833,1082863348,111700000,681.0809492,3,8040833,학사,자영업
김송형,M,전북 진안군 용담면,43,151,63.541667,1060913774,9600000,32.58788545,9,41667,대재,자영업
정세환,M,경기 군포시 당동,70,176,73.5425,1034643291,102500000,37.54424727,3,1042500,전문학사,자영업
조정자,F,강원 홍천군 남면,50,157,68.044167,1046752803,34400000,24.84459489,4,8044167,학사,회사원
강성철,M,인천 계양구 작전2동,60,165,74.717858,1076612764,35500000,121.3243838,6,2717858,대재,무직
편종운,F,부산 사하구 괴정3동,45,145,63.542921,1010654613,170800000,1087.240205,3,5042921,학사,강사
신정웅,M,서울 금천구 시흥4동,44,153,66.545833,1039873341,3100000,0.124636774,7,1045833,학사,회사원
김정의,M,서울 노원구 월계2동,22,127,53.546667,1076966378,36700000,92.56690292,4,1046667,전문학사,주부
변회연,M,서울 노원구 공릉동,46,148,63.5475,1052556937,3200000,0.168284715,6,3047500,학사,자영업
구현미,F,경기 고양시 백석동 ,42,145,61.548333,1034213382,1300000,1.422699276,8,3048333,석사,학생
허방,M,서울 서대문구 홍은동,30,128,67.549167,1060685372,172500000,28.68140364,4,49167,대재,강사
이인숙,F,경기 고양시 마두동,30,131,48.55,1077593535,14500000,1.870175029,8,50000,전문학사,전문직
조진영,F,경북 경주시 성건동,43,139,68.550833,1053177400,30100000,44.94885388,4,8050833,기타,회사원
유근배,M,대전 서구 탄방동,64,161,76.803051,1041430599,1400000,0.165281314,10,1303051,학사,자영업
양간란,F,부산 사상구 주례1동,29,127,62.551667,1099177353,38700000,8.851369046,3,8051667,중졸,무직
김인구,M,강원 평창군 방림면,65,167,80.5525,1089127895,1300000,2.743073213,10,52500,석사,전문직
조예기,F,서울 은평구 대조동,35,145,63.053333,1096504851,14900000,4.124006952,4,8053333,학사,주부
김명숙,F,경기 고양시 마두동,48,155,73.554167,1017619651,1600000,0.442462336,7,8054167,학사,주부
장상인,M,경기 파주시 파주읍,64,166,71.055,1040369412,19000000,2.071030684,6,1055000,대재,학생
백연옥,F,서울 성북구 돈암동,34,138,64.555833,1057451432,40400000,139.2695244,7,55833,전문학사,자영업
김진현,M,경기 광명시 광명7동,50,152,59.556667,1093967429,569400000,67.51758908,3,56667,기타,자영업
김형배,M,서울 서초구 방배3동,51,158,64.893586,1041344811,473600000,22.07625089,3,4893586,학사,무직
서창식,M,광주 남구 월산4동,62,168,81.013015,1085889498,26800000,33.10047724,6,3513015,학사,강사
박종임,F,서울 강동구 암사동,57,157,75.5575,1074936070,10200000,1.488354719,5,8057500,중졸,자영업
이희구,M,충남 홍성군 갈산면,69,167,72.058333,1041548146,2100000,4.468322783,9,1058333,대재,자영업
배성옥,F,인천 서구 마전동,67,170,76.059167,1057962650,12700000,1.779179952,6,1059167,석사,회사원
장외숙,F,서울 관악구 신림동,67,177,71.06,1088639700,9800000,12.90706649,9,60000,공학박사,자영업
박은주,F,서울 관악구 봉천11동,73,173,78.561667,1044829569,22200000,65.98364676,4,8061667,석사,회사원
김광천,M,서울 도봉구 창4동,44,142,75.0625,1022090560,110800000,9.23481783,3,3062500,학사,계열사직원
박말자,F,서울 강북구 수유3동,33,141,56.563333,1033177802,9600000,49.40660607,5,8063333,석사,회사원
오월선,F,경기 고양시 마두2동,29,129,59.564167,1094723396,26000000,80.91143621,4,8064167,대재,자영업
안순근,M,경기 고양시 탄현동,36,139,65.442887,1090643406,4600000,6.653388817,6,5942887,학사,강사
