이름,성별,연령,휴대폰번호,신용대출한도 ,신용등급
김남환,M,32,1056055348,13600000,8
구자연,M,73,1052481341,3700000,8
이종열,F,64,1036795951,18200000,6
정명숙,F,42,1027852358,144200000,5
이정강,M,39,1080638746,11100000,9
박춘성,M,46,1032493346,7000000,3
김인철,M,50,1057411522,10300000,8
김경아,F,63,1060070322,65600000,3
권영배,M,52,1075271843,58200000,4
강남선,F,35,1015081515,265600000,3
이승희,F,67,1099272303,200000000,4
진병흠,M,43,1047940967,13700000,7
이기창,M,79,1074343897,23600000,8
신상휴,M,75,1025321543,19900000,7
이숙진,F,3,1054549336,285100000,2
양봉석,M,50,1084580355,2700000,10
오재삼,M,47,1035374182,16200000,8
문현수,M,44,1016046998,66700000,6
황우철,M,22,1067827818,1100000,8
손애자,F,46,1066422753,50100000,3
손갑현,M,40,1085372257,67600000,6
황화남,F,49,1081541787,80100000,3
황윤옥,M,63,1053589444,1500000,9
허영욱,M,66,1097381123,37400000,7
조미영,F,56,1088933966,774500000,1
김수정,F,72,1028733733,107000000,5
오광웅,M,26,1056284842,1600000,10
정경진,F,59,1081106233,11500000,5
한공심,F,42,1032740200,55600000,7
주용달,M,56,1031100429,134300000,5
이화자,F,79,1059870193,3700000,5
안경재,M,54,1097005644,614600000,3
서정순,F,52,1036371960,18200000,8
노춘식,M,60,1050313564,169600000,3
서정하,M,69,1085610582,67900000,4
우풍자,F,68,1042989303,46900000,3
김순자,F,39,1036053369,2800000,7
임금자,F,57,1022627179,945800000,2
박인희,F,73,1063171976,68100000,3
김수말,F,73,1023276329,13200000,5
이원무,M,44,1027900233,2000000,10
이종윤,M,39,1072214585,1700000,8
변선희,F,13,1036822501,101500000,3
강충희,M,66,1081804557,6600000,6
박현숙,F,67,1039181335,4600000,10
박순분,F,63,1066528892,77200000,6
김진영,M,52,1043863913,811900000,3
이종례,F,44,1023157130,34800000,7
유왈식,M,37,1014159824,12100000,8
김두석,M,43,1025441381,2800000,8
윤명자,F,44,1041886624,6400000,6
이미경,F,48,1045707265,42300000,3
이재환,M,51,1091834370,21200000,4
최성애,F,53,1071045875,54400000,5
이영주,M,42,1019025929,10600000,8
정승현,M,54,1098324447,2300000,10
허은수,F,60,1093209362,22300000,5
장옥순,F,52,1053780557,8900000,7
윤남례,F,45,1042791208,760400000,2
배명희,F,51,1015919395,793100000,1
박경윤,M,62,1050723075,20200000,8
정정모,F,72,1050667385,764100000,2
박경우,M,55,1052521503,9100000,9
김현숙,F,69,1051861741,79900000,3
윤범순,M,65,1014473758,15800000,6
김선영,M,51,1051283651,109100000,6
조정희,F,53,1072627444,6100000,7
최창호,M,72,1033777989,54300000,7
박금호,F,15,1018750074,415300000,2
이권석,M,62,1020537371,187000000,4
강세영,M,58,1038257599,1500000,7
윤남원,M,58,1031025466,2500000,9
권길수,M,47,1019656711,2700000,9
김정희,F,66,1035443167,15700000,8
최순자,F,71,1012967599,11600000,7
이정희,F,60,1045872655,2400000,10
김영찬,M,59,1066843209,60600000,6
김상곤,M,47,1048047033,8300000,5
김경희,F,62,1021129169,14500000,4
박복순,F,69,1057975197,2200000,7
최판례,F,67,1010273451,870900000,1
이병일,M,69,1026283049,38800000,4
이재순,F,66,1092578516,21200000,5
김광웅,M,56,1071156302,180900000,4
손호탁,M,73,1065691817,44700000,3
정연길,M,61,1090427153,270100000,1
이병숙,F,62,1089992708,10000000,7
임종숙,F,39,1032480839,839500000,3
원종순,F,61,1091364214,12800000,4
이상진,M,46,1025827855,13400000,4
조범식,M,62,1052653825,706700000,3
오영자,F,58,1097317851,42600000,3
김연순,M,61,1010674813,12200000,8
김기봉,M,51,1056098818,55500000,5
장남일,M,74,1025404330,15100000,8
이철종,M,50,1089822618,57800000,7
박무환,M,74,1060749045,339600000,4
김태기,M,60,1027627839,38800000,4
이재순,F,61,1052884399,2800000,7
오형순,F,65,1090089925,57500000,3
유병옥,F,57,1095795465,27700000,7
박인수,M,47,1095541547,26100000,7
김미숙,F,48,1019379967,7700000,6
심화자,F,53,1072130533,266000000,4
김준겸,M,68,1055632418,14700000,7
신두원,M,58,1031085236,657600000,2
박창근,M,59,1018738590,17400000,4
문상오,M,59,1098587939,75200000,4
박부연,F,73,1020538565,24900000,4
최화덕,M,67,1011313625,464200000,2
반용,M,52,1021880521,1000000,9
김점엽,F,51,1051401311,50300000,3
이예린,F,36,1052205215,3800000,2
송귀복,F,66,1029453239,191500000,2
이종원,M,57,1066486822,1000000,9
전제문,M,62,1078004765,168600000,3
박병규,M,60,1038943201,312200000,4
송승희,F,35,1050762308,46700000,7
정순기,M,41,1072061498,68600000,4
장광철,M,80,1088062072,697900000,1
오정자,F,50,1020705531,100800000,3
송명광,M,50,1025311143,78400000,3
반복희,F,42,1042459809,8600000,5
이순자,F,61,1030599142,15600000,6
박길자,F,38,1016458811,35700000,4
최병혁,M,74,1053342714,26200000,2
문영섭,M,59,1038459752,119400000,3
조평운,M,69,1083750552,5000000,9
정진용,M,43,1075963137,43500000,6
심은희,F,55,1065543766,45800000,3
박정덕,F,39,1030546310,30300000,6
장석진,M,74,1089419878,293400000,1
오광근,M,84,1052044970,61300000,5
최묘현,F,62,1041762207,66800000,4
채재식,M,57,1049348810,68100000,4
최상숙,F,38,1093691763,2300000,9
박정희,F,46,1057297855,675600000,1
김달선,F,53,1046085988,27400000,4
백철인,M,41,1054065441,8900000,9
공수진,M,62,1049476393,73400000,6
어윤홍,F,60,1083253689,17000000,4
강기모,M,54,1089813215,29700000,8
유동환,M,46,1093174846,1900000,9
조미영,F,35,1068408349,16300000,6
김병희,M,67,1012663980,24100000,7
서영희,F,79,1041445229,293900000,4
정영자,F,18,1074141675,24400000,4
임옥심,F,49,1068416718,1400000,7
김유순,F,70,1061646804,162100000,3
어희정,F,54,1053167051,468000000,3
안예희,F,50,1034429460,476700000,3
김용원,M,72,1032098699,95700000,5
김명순,F,48,1038608997,183500000,3
김옥분,F,45,1081181600,1100000,5
유흥곤,M,70,1079324156,126100000,4
계승환,M,59,1018447564,15600000,6
김진현,M,41,1083308784,116600000,3
장문식,M,67,1012028340,12000000,8
배영관,M,22,1098580662,45500000,4
김만열,M,41,1040030688,49800000,4
최승열,M,44,1011774383,151400000,5
최은숙,F,22,1012183178,382000000,2
조윤실,F,67,1074859373,2200000,3
홍미경,F,66,1056656321,64100000,3
홍경애,F,28,1017939906,300900000,3
윤승숙,F,49,1063998838,7800000,5
임경자,F,66,1039182295,564200000,3
염광섭,M,15,1051338928,19000000,8
민형주,M,70,1042827694,5500000,6
박정자,F,68,1058449171,9200000,7
전숙자,F,62,1059272572,40700000,6
김정은,F,74,1042992752,120500000,3
성장현,M,69,1020157796,6500000,9
이자호,F,64,1044671436,24000000,5
김춘선,F,60,1053109937,528500000,1
조문식,M,54,1085815402,281100000,3
김완수,M,61,1010999346,20200000,8
구경숙,F,76,1097257246,2800000,10
전석준,M,49,1010940898,52700000,3
맹미현,F,63,1057969213,86300000,3
차옥순,F,45,1061092779,12800000,5
문용식,M,60,1019186392,441100000,3
지미경,F,35,1092944443,46700000,3
최동화,M,64,1027528290,6400000,7
노복래,F,66,1038726424,308800000,2
박이성,M,64,1014523004,1600000,9
박정애,F,34,1022481876,42000000,3
이난주,F,33,1090970111,60100000,4
정정순,F,72,1079298363,40700000,3
박순표,M,36,1041535509,319000000,3
김경순,F,62,1039674982,213100000,2
구일숙,F,38,1080459264,35700000,7
김대용,M,74,1071088116,1700000,10
유경숙,F,36,1061584528,51400000,4
조현재,M,50,1050003364,738500000,3
임재선,M,48,1098582598,31900000,5
김영규,M,49,1089120180,58700000,7
김현수,F,73,1038347983,22800000,4
최금화,F,65,1012326563,4500000,5
김종한,M,56,1038247434,92600000,3
손혜경,F,45,1012042235,226500000,3
김주영,M,49,1096778567,792600000,2
송권웅,M,67,1027790571,20500000,7
서경복,M,66,1096850596,7900000,9
이종예,F,47,1087060672,34500000,3
박무하,M,73,1026235510,5100000,9
한원희,F,56,1011484361,304300000,3
배삼용,M,48,1015723213,994500000,3
김주영,M,61,1030038393,74700000,6
이용주,M,54,1033997828,28100000,7
이병일,M,45,1083596091,315700000,2
차수남,M,31,1051801974,24200000,7
유진석,M,31,1087810149,845200000,2
주순옥,M,64,1039339280,388500000,4
이태호,M,55,1053675472,16300000,7
조우현,M,67,1090175508,3300000,8
이선해,F,49,1065845830,10400000,8
임춘이,F,60,1062646301,28100000,7
서재업,M,70,1038707280,3900000,8
김응보,M,40,1066681952,45300000,7
채영희,F,74,1089556973,91200000,4
유영민,M,61,1036721748,58700000,6
임용순,M,33,1081053244,4900000,9
신기안,M,56,1090602583,1600000,7
이동분,F,62,1046355167,69100000,3
정성환,M,52,1097698126,54100000,4
윤원숙,F,53,1074400304,4400000,10
홍춘자,F,39,1059318389,15800000,4
이재희,F,70,1097423724,52000000,4
이미경,F,69,1075536882,52200000,6
정광례,F,63,1021910350,7600000,9
여옥수,F,51,1081591514,605900000,1
이용훈,M,56,1011853335,124500000,3
김춘자,F,61,1088753263,9700000,6
박제현,M,71,1027797361,3600000,8
이관순,F,68,1066770705,54000000,3
이형일,M,70,1032511274,1500000,10
위증,M,76,1020938810,24000000,5
김부자,F,38,1042361059,18800000,5
유상열,M,53,1060825536,2500000,9
김은태,M,68,1078879399,42900000,3
김강옥,F,62,1023743116,4200000,6
이영희,F,51,1090276458,2500000,6
김봉순,F,58,1067310539,36500000,7
정운석,M,35,1049802713,481000000,3
이영일,M,67,1021385083,137800000,3
김덕훈,M,54,1090342458,24400000,4
최재옥,M,45,1079600760,130800000,3
최영숙,F,74,1078211786,39500000,3
김민정,F,65,1016630560,59300000,3
이상식,M,72,1034246751,26500000,5
강삼만,M,29,1090753630,39400000,7
박종철,M,60,1048145612,51800000,3
정점순,F,67,1017655415,17000000,4
장성권,M,63,1023970436,2300000,9
홍낙기,F,57,1069133169,405600000,2
강금숙,F,59,1054870195,24300000,4
정해인,M,43,1050728992,5200000,9
장계수,M,72,1051377170,4800000,10
최진모,M,48,1045228569,41400000,6
이정자,F,60,1093054530,381600000,2
강영자,F,60,1038587594,18800000,4
최경인,F,41,1046332712,13700000,4
김태준,M,65,1085113356,57000000,4
김재립,M,57,1037526518,223000000,3
김동규,M,56,1033588041,36100000,4
김동욱,M,63,1097995066,140900000,3
김옥동,M,63,1091596850,3000000,9
이은경,F,70,1054996851,58800000,5
차은석,M,63,1040508989,1300000,8
박성희,M,68,1097284321,252800000,4
배미옥,F,45,1080529673,25900000,4
이갑동,M,37,1071204249,54700000,5
이계연,F,46,1050026084,12700000,5
천성순,F,42,1034915483,8700000,6
김영희,M,67,1080594041,333500000,4
이강술,M,72,1074419336,382100000,3
정춘호,M,44,1022635404,18300000,6
김경민,F,59,1042105184,12600000,5
김철재,M,47,1051308726,43000000,4
신정웅,M,44,1039873341,3100000,7
장상인,M,64,1040369412,19000000,6
이복순,F,62,1092435423,4500000,7
신이주,M,39,1098889783,13400000,6
김해덕,F,48,1083373747,231400000,2
오나미혜,F,61,1030626249,119300000,3
김창수,M,44,1093040722,15500000,8
이현동,F,68,1023775963,140900000,3
윤영홍,M,74,1077644087,64600000,6
장한영,M,41,1069341727,11700000,9
차경희,F,33,1015948714,11800000,2
박성주,F,30,1063159405,35000000,4
김영례,F,64,1060021727,4100000,6
이길신,M,62,1049397360,68700000,6
박광규,M,80,1032199491,1800000,10
오은섭,M,55,1084303840,1600000,9
이순애,F,74,1077813995,212800000,2
강길자,F,39,1082494430,13400000,4
김영숙,F,61,1069356688,279400000,2
남태휴,M,58,1083976533,4900000,9
김연태,M,37,1049353761,16400000,4
오병술,M,48,1096182000,35000000,4
이경민,F,66,1038508687,4900000,6
이세원,M,56,1092409166,6300000,9
신기복,F,55,1037788857,47400000,3
한태길,M,41,1067692713,44200000,6
박건호,M,58,1082195957,4700000,7
이승주,M,74,1023167637,20700000,7
김승규,M,7,1081512883,16200000,7
김경수,M,47,1083612543,17700000,8
김옥수,F,55,1073883715,683700000,1
정해동,M,31,1037815854,19300000,6
이정자,F,58,1027562602,200700000,4
유재영,F,49,1041895234,61700000,2
김우하,M,76,1012317600,14100000,8
최금옥,F,76,1061419529,16300000,4
노미옥,F,64,1067177948,257000000,2
인명구,M,67,1059228233,898700000,3
전린철,M,79,1070774250,1300000,9
이광일,M,53,1078376693,794800000,1
이정순,F,45,1058098711,11300000,8
장성숙,F,71,1014626557,1400000,7
김희경,F,56,1080773672,250200000,3
유기복,M,43,1022868802,607500000,1
권시행,M,56,1059470310,6300000,8
이춘자,F,65,1097662885,3900000,8
하윤선,M,46,1074852741,20900000,8
임병문,M,46,1027434949,19800000,6
이지빈,F,74,1050202289,5800000,6
한광천,M,61,1090555413,51100000,7
김현숙,F,55,1096747063,4100000,9
정현욱,M,66,1018047385,89900000,5
이진숙,F,39,1097209264,9000000,9
김부자,F,54,1090949466,2600000,7
박희경,M,65,1081849717,3600000,9
신영준,M,57,1027026516,110500000,6
조옥순,F,39,1076132086,1000000,7
이영옥,M,39,1094477591,55800000,6
임순례,F,79,1012593400,8900000,6
박정순,F,53,1094560005,9600000,5
염해욱,M,48,1071122270,202300000,4
김이환,M,6,1093005556,11700000,7
김삼녕,F,68,1088822648,16700000,4
박정자,F,49,1044634485,149800000,3
임두성,M,47,1058787675,2100000,9
안송이,F,46,1054336114,200800000,2
김수웅,M,42,1064753070,4600000,4
박천태,M,45,1060138785,46300000,6
노영희,F,61,1089984729,29400000,4
손석용,M,61,1034993024,51900000,6
이시연,F,60,1030085512,13100000,5
안하순,M,43,1037573587,360500000,3
조종일,M,42,1037965915,15600000,9
박희숙,F,45,1023038179,301700000,4
강종우,M,49,1033257491,55700000,6
이춘림,F,76,1069833018,66900000,3
김재창,M,3,1053533942,25600000,5
김영숙,F,43,1077440140,5300000,9
유현둘,F,38,1091458230,88200000,3
조혜승,F,67,1036701423,16700000,4
한만희,F,71,1068928428,48400000,4
이선이,F,48,1099028300,16900000,4
손영학,M,55,1082774129,10900000,6
손임태,M,70,1038995203,3200000,10
임향자,F,65,1070471937,11500000,8
임지연,F,70,1012704203,19400000,4
이병면,F,35,1066392695,2000000,10
이상숙,M,66,1020183747,11700000,3
임춘도,M,47,1044756518,65200000,4
김정희,F,46,1011190904,9000000,5
오옥금,F,68,1050606902,18100000,4
조단희,F,62,1050765466,119700000,3
장용혜,F,66,1066182864,3800000,7
이순이,F,49,1061329777,15500000,6
이월순,F,70,1042796098,17900000,4
박정남,M,58,1052368364,382000000,2
엄석인,M,59,1055819651,2900000,9
김희순,F,71,1029218684,3000000,9
차윤복,F,65,1077113053,12900000,5
장정웅,M,63,1044465202,680000000,2
홍순경,M,72,1013655378,57300000,6
성인선,F,44,1078291170,392100000,2
황말숙,F,45,1055283301,2900000,6
김점순,F,43,1069177504,15500000,4
박종숙,F,58,1036996700,562600000,3
신길자,F,45,1017849590,31700000,8
안경화,F,44,1046848666,7900000,4
장태호,M,68,1029282113,2400000,10
김치호,M,40,1040027749,155000000,3
조우리,F,56,1063600963,317500000,4
이의섭,F,53,1081478486,27900000,4
박희복,M,41,1063129046,3200000,8
고경선,M,38,1039548149,42700000,7
엄규춘,M,49,1078113991,10400000,5
김형천,M,43,1042342342,20600000,6
이재삼,M,35,1047621269,5100000,9
장중현,M,62,1091423019,12200000,8
강현석,M,26,1013678850,225200000,3
강순례,F,54,1036156620,22900000,4
신정승,M,44,1081079449,9400000,9
박순옥,F,65,1099960122,38700000,3
박성식,F,65,1024365223,36700000,7
김애리,F,46,1086630500,578700000,1
윤동순,F,37,1014080536,4500000,5
조옥순,F,56,1062523626,31600000,4
전상명,M,54,1055789399,34600000,6
김남숙,F,60,1097071758,7400000,6
이병한,M,73,1059104465,71900000,3
김순자,F,75,1061321928,170900000,3
김정만,M,71,1095870305,11200000,5
최희정,F,72,1079057998,6100000,6
박해남,F,63,1099964873,16200000,4
이동순,F,58,1055833619,88400000,3
서영자,F,63,1060467467,45400000,3
정복순,F,65,1079339713,3000000,7
임채훈,M,56,1029637505,28100000,7
이기숙,F,63,1010000245,181800000,2
윤경수,M,64,1050304944,151600000,3
김필숙,F,61,1039151637,7500000,8
박동희,M,37,1087380339,56000000,3
김은영,F,71,1021560734,667100000,1
이혜신,F,43,1086626580,3000000,6
황병선,M,58,1082018634,28300000,4
이정애,F,69,1084943370,2700000,7
김상은,M,67,1063701761,79600000,3
김선옥,F,62,1038980208,2200000,10
박정숙,F,61,1053105606,76300000,3
김여영,F,66,1045548239,721300000,1
김만수,M,66,1098129842,33600000,4
김재영,M,63,1078713139,44700000,7
남경희,M,74,1096582053,153500000,5
이철희,M,49,1088558398,42400000,7
오권남,F,63,1053284656,231200000,2
윤경숙,F,55,1094464359,517100000,1
김찬욱,M,68,1074554941,56700000,5
최영수,F,68,1024349568,29200000,4
심윤보,M,74,1097813686,764300000,3
이기홍,M,47,1085608903,6200000,8
김이기,M,67,1078348099,8300000,8
김경자,F,69,1047746681,51600000,4
최귀분,F,74,1087995958,2600000,10
심정원,F,53,1083467023,2700000,10
이인교,M,48,1047941304,575600000,3
김서운,M,62,1034045196,247700000,3
권순희,F,42,1044038376,36800000,3
김순낭,F,61,1023282189,25500000,5
우경명,M,69,1019742904,2100000,7
이기욱,M,55,1054895445,68300000,4
정상수,M,49,1010005955,8200000,6
김성수,M,73,1039536311,645500000,3
오경남,F,63,1065324430,127600000,3
황인임,F,71,1083302176,2300000,7
최덕순,F,66,1081789323,58100000,4
남영현,M,45,1024453932,2600000,9
김창일,M,74,1017567954,12100000,8
이용태,M,66,1067564910,246000000,2
정영진,M,46,1055441623,420100000,2
이완교,M,48,1091296930,812100000,2
이명우,M,60,1094358017,4000000,8
서유출,M,34,1036393564,20200000,8
하명순,F,43,1017408199,5300000,9
서승숙,F,57,1063528073,28800000,4
임준배,M,42,1042638206,10500000,9
박명열,M,68,1072997339,37000000,4
김철수,M,51,1099271139,21200000,8
김용선,M,42,1026498256,11800000,5
우도세,M,58,1016630087,18700000,6
정상우,M,47,1060093436,67600000,6
장재순,F,67,1010150045,75500000,6
김희숙,F,47,1077759521,17300000,6
류형열,M,44,1071668087,14400000,8
박은하,F,45,1078697984,21600000,5
박종순,F,55,1060289029,5900000,7
박태성,M,60,1056673624,16500000,6
정우민,M,23,1061235732,46000000,6
전규완,M,67,1059351909,1500000,10
김석정,M,66,1036927714,177700000,2
김일화,F,44,1066359099,20900000,7
임영순,F,52,1068482297,152600000,3
엄경애,F,58,1071272766,5700000,9
최해순,F,63,1082422468,5300000,6
서혜영,F,37,1097592531,2600000,7
김옥희,F,50,1019212503,224200000,2
정인국,M,61,1099701210,46800000,7
강진구,M,73,1028862153,3500000,9
노영희,F,50,1051691972,21600000,8
유종진,M,57,1066996382,3200000,9
김태옥,F,54,1055575458,10100000,5
최용옥,M,71,1013024854,3400000,6
박응철,M,74,1079537643,20300000,5
이석호,M,71,1048760148,2500000,5
장금준,F,61,1032529775,69300000,3
권옥련,F,36,1065730969,709400000,3
