이름,주소,신장,체중,휴대폰번호,학력,직업,월소득
양판근,서울 양천구 신월1동,163,75.5,1078316601,기타,무직,1040833
원부희,대구 동구 지묘동,144,55.9,1027007213,전문학사,무직,4404527
박병열,서울 도봉구 창1동,158,60.5,1048985343,학사,학생,24167
김두현,강원 춘천시 후평동,134,64.5,1056555288,대재,강사,29167
김태인,충남 논산시 대교동,159,79.9,1032445043,초졸,강사,10385227
박승현,경기 의정부시 가능1동,145,56.6,1075312021,학사,강사,55833
이정숙,경기 고양시 백석동,159,66.5,1048652816,학사,전문직,8046667
정형덕,경기 김포시 통진읍,159,73,1025226144,고졸,무직,18333
심황섭,전남 해남군 산이면,179,77.5,1013663180,대퇴,주부,40000
정영인,대전 동구 삼성1동,128,57.6,1083196894,고졸,자영업,3558674
나정임,인천 남구 주안6동,168,79.1,1016346143,기타,자영업,8076667
이용수,울산 중구 남외동,176,77,1047224355,석사,자영업,1023333
김상미,서울 동작구 흑석1동,159,80.5,1031034027,기타,자영업,10488290
김준순,경기 안양시 평촌동,150,63.6,1035139694,전문학사,주부,1067500
함재순,강원 태백시 상장동,139,51,1034595971,고졸,학생,1039167
이문주,서울 강동구 천호2동,158,77.5,1049785535,석사,주부,1047500
조두휘,서울 구로구 온수동,151,60.6,1025735019,학사,주부,8052500
김시두,경기 고양시 일산3동,175,85.3,1082121346,석사,회사원,6798753
유재구,서울 은평구 갈현동,163,74,1011420762,고졸,자영업,1024167
주숙희,경기 평택시 포승면,118,60.4,1023795309,고졸,무직,7907114
안민,전북 진안군 진안읍,150,66,1030518565,전문학사,무직,1047500
김진화,인천 계양구 동양동,151,71.1,1084949338,대재,전문직,8055833
김종근,서울 강서구 염창동,156,67.2,1072431402,대퇴,주부,1651010
송경달,서울 광진구 구의동,143,66,1043464603,기타,강사,27500
정금순,광주 남구 신장동,172,76.9,1070630137,기타,강사,9877311
전원기,충남 예산군 예산읍,169,72,1096839809,학사,자영업,28333
윤재상,경기 파주시 금촌2동,158,75.6,1075873274,대퇴,자영업,3061667
민병모,경남 마산시 회원1동,139,51.5,1063729332,이학박사,학생,30000
김흥문,인천 부평구 삼산동,151,84.3,1034895669,석사,자영업,11275968
김성태,인천 부평구 청천동,139,60,1028690160,학사,주부,24167
황희순,서울 영등포구 문래동,174,64.5,1092070998,고졸,주부,1022500
엄구자,전북 고창군 무장면,170,78,1093320291,학사,주부,8027500
김이권,전북 남원시 보절면,148,66.6,1083810299,학사,자영업,2573333
박명녀,인천 남동구 간석1동,164,76,1066065695,중졸,자영업,1036667
김용주,강원 속초시 교동,151,54.6,1013463078,기타,회사원,57500
이영근,대구 남구 대명9동,175,71.5,1045383667,고졸,주부,1020833
이영란,경기 의정부시 신곡2동,154,80.8,1021111751,전문학사,무직,8843154
정영철,경기 김포시 사우동,170,73.4,1072523370,대퇴,주부,1448956
김학련,경기 광명시 철산2동,174,79.6,1073250729,대재,자영업,76667
김진영,경기 고양시 덕이동,156,80.5,1055863147,대재,주부,7026667
전순환,충남 태안군 태안읍,143,63.5,1051325800,석사,자영업,1528522
옥경희,경기 고양시 일산3동,184,90.3,1089105806,고졸,강사,2295924
송세영,전남 목포시 옥암동,161,82,1011779668,기타,회사원,7047500
김부례,경기 성남시 이매동,175,88,1015764193,석사,자영업,8035000
윤남례,서울 마포구 망원동,155,56.1,1026442241,고졸,자영업,50833
한두희,경기 고양시 주엽1동,149,79,1087522947,학사,주부,7046667
이은경,경기 고양시 주엽동,174,68.6,1054996851,석사,학생,1052500
권이환,서울 성동구 행당2동,135,59,1044307863,석사,주부,15000
임현택,경기 고양시 주엽동,137,57.5,1084042264,석사,주부,1019167
강신오,경기 고양시 주교동,135,48.9,1041127157,학사,주부,895625
김소영,경북 구미시 봉곡동,175,74.5,1058968405,대퇴,주부,37500
이종선,경기 고양시 식사동 ,154,64.6,1047504109,석사,무직,8055833
이차복,경기 군포시 당동,174,89,1094484753,기타,전문직,11983713
원종열,서울 마포구 신정동,178,80.1,1056259917,전문학사,자영업,8063333
오갑진,서울 송파구 잠실동,176,68.6,1067665724,고졸,주부,1058333
한묘순,서울 은평구 신사동,173,72,1096060940,학사,회사원,1010833
박말자,서울 강북구 수유3동,141,56.6,1033177802,석사,회사원,8063333
김주미,경남 양산시 웅상읍,152,64.1,1033037526,학사,자영업,8080000
이수경,제주 제주시 삼도1동,143,75.5,1067736948,고졸,무직,8038333
신이주,경기 파주시 금촌1동,149,69.8,1098889783,고졸,회사원,5302843
김남북,대전 대덕구 송촌동,141,64,1039716711,석사,무직,9484532
조동윤,서울 마포구 성산1동,156,67.5,1085626042,고졸,무직,45833
홍미혜,경기 김포시 북변동,151,74,1051436666,고졸,자영업,3041667
김육희,경북 영주시 상망동,150,73.1,1045019896,학사,회사원,1081667
홍교여,서울 성북구 하월곡동,141,68.1,1080805010,기타,자영업,2573238
원동철,경기 남양주시 평내동,157,67.5,1044235041,고졸,학생,24167
김응규,서울 강서구 화곡8동,187,84.6,1033115412,대재,무직,74167
김진환,서울 양천구 목동,178,82.1,1094886766,학사,자영업,1079167
임택봉,경기 고양시 풍동,151,61.8,1084770325,고졸,학생,3288790
윤종하,서울 은평구 갈현동,163,60.6,1087076512,기타,무직,77500
이연봉,울산 중구 성안동,148,65.5,1056090285,기타,주부,5510299
김유찬,경기 고양시 일산2동,152,61.1,1050202776,기타,학생,7059167
유원숙,충남 논산시 취암동,162,80.1,1068234807,대퇴,주부,5643537
장혜숙,경기 파주시 금촌동,146,69.1,1079478623,학사,강사,8067500
하택권,경기 고양시 마두동,168,63.5,1044290370,학사,무직,1029167
서상욱,경기 고양시 일산3동,154,56.5,1040028160,석사,학생,1022500
김재숙,경기 고양시 마두동,140,65.5,1050916636,석사,학생,1025833
이미숙,서울 중구 서소문동,170,83.2,1076877880,고졸,학생,2244378
장해순,경기 남양주시 화도읍,155,76.5,1023136001,석사,회사원,28333
양석산,인천 부평구 삼산동,180,74.1,1026858803,석사,학생,71667
김귀분,서울 강서구 내발산동,126,60.5,1067298012,대재,자영업,1016667
박신부,경기 고양시 일산2동,148,66.6,1013514709,석사,주부,76667
한홍택,경기 시흥시 포동,165,74.1,1073923698,고졸,자영업,1055000
고영삼,부산 수영구 광안4동,153,69.5,1076643369,전문학사,자영업,45833
김광호,경기 고양시 일산4동,143,65.1,1058291992,공학박사,자영업,52500
김운호,인천 부평구 청천2동,169,82.5,1043639733,전문학사,무직,1049167
김현옥,경기 고양시 마두동,129,61.6,1048911786,학사,무직,1061667
최을림,경남 양산시 물금읍,167,82.5,1090351856,대재,전문직,7013333
박현숙,경남 합천군 봉산면,161,75.6,1042576670,학사,무직,8080000
최병찬,경기 고양시 일산2동,155,65.1,1092000629,초졸,학생,1079167
박인효,서울 강동구 성내2동,147,72.7,1090011151,대재,회사원,3656895
임유경,경기 파주시 법원읍,143,68.8,1085781585,고졸,주부,9314940
이병도,서울 동작구 사당동,155,66.2,1028147331,석사,학생,5722983
예봉용,경기 고양시 대화동,161,79.6,1079597041,고졸,무직,1053333
조영환,충남 천안시 성정동,146,74.6,1088940936,고졸,회사원,1074167
계승환,서울 서대문구 연희3동,160,72.5,1018447564,석사,자영업,1045000
정무호,서울 강남구 대치동,160,68.5,1031275029,기타,주부,1009167
손연숙,경기 의왕시 월암동,109,53,1086491534,고졸,자영업,8020833
박해수,경기 파주시 탄현면,160,63,1057477334,석사,자영업,25000
배수석,서울 서대문구 북가좌1동,125,50.6,1020131666,석사,무직,53333
장주식,경기 고양시 마두동,144,62.1,1036504458,석사,무직,69167
김학주,경남 거제시 옥포1동,162,63.1,1074925847,고졸,무직,80000
유영근,경기 고양시 고양동,144,68,1035298292,학사,자영업,1011667
이용돌,경기 고양시 마두동,158,71.5,1034052976,전문학사,회사원,1032500
장길수,부산 사상구 모라3동,148,62.6,1024133990,초졸,주부,3055000
이순녀,경기 파주시 교하읍,157,85,1089973224,중졸,회사원,8030833
서정화,강원 삼척시 정상동,175,81.6,1038957871,대퇴,주부,8075000
이춘호,경기 고양시 탄현동,150,55.6,1078521602,학사,학생,3066667
김태식,경북 의성군 의성읍,187,79.5,1091261516,이학박사,주부,24167
방용자,경기 고양시 성사동,177,87,1041988248,대재,주부,8028333
양한석,서울 은평구 역촌1동,161,79.6,1010339827,고졸,학생,1070833
오종만,광주 북구 운암동,160,77.1,1024648235,이학박사,자영업,1060833
허미연,대구 달서구 도원동,142,69.5,1084188409,학사,주부,3046667
정석영,경기 고양시 탄현동,160,68.6,1039093489,대재,회사원,58333
김청차,부산 사상구 괘법동,169,66.5,1056876181,학사,주부,1044167
김삼원,경북 구미시 장천면,163,72.1,1035508739,학사,학생,66667
조한부,충북 청주시 율량동,133,65,1048302001,석사,무직,47500
송복영,경기 포천시 영북면,187,92.8,1063839321,석사,주부,5767871
이성도,서울 구로구 고척2동,157,78.5,1078932374,중졸,주부,3032500
채수근,경북 경주시 안강읍,161,82,1061074557,학사,회사원,2528333
박강일,서울 강남구 신사동,141,65.5,1054129200,해외유학,회사원,21667
김순자,경기 고양시 일산1동,137,69.1,1036053369,고졸,회사원,9073070
송복식,경기 김포시 사우동,166,73.1,1089474058,고졸,자영업,8056667
김태무,경기 안산시 고잔동,173,79.5,1080145952,학사,무직,31667
최순주,경기 파주시 교하읍,175,77.5,1051782100,고졸,자영업,3469895
김선분,경기 고양시 화정1동,158,62.1,1050650206,기타,학생,3070833
김판례,경기 구리시 교문동,164,80,1065492899,중졸,무직,1037500
구자동,경기 고양시 풍동,174,72.9,1036985761,학사,회사원,7403342
이정은,경기 군포시 당동,154,79,1079994782,고졸,학생,8042500
김용덕,경기 파주시 교하읍,158,80,1051888940,석사,강사,1032500
박종윤,경기도 김포시 마산동,171,68.1,1096076070,고졸,무직,1064167
김학선,인천 남동구 구월2동,155,74,1080083699,석사,자영업,39167
문영수,경기 고양시 일산2동,164,66.6,1094093899,공학박사,자영업,1065000
이용주,서울 은평구 역촌동,157,77.1,1097137698,학사,자영업,1062500
윤상규,서울 송파구 가락동,165,76.1,1086790448,전문학사,주부,1067500
김수길,경기 파주시 법원읍,153,73.1,1013630655,고졸,무직,69167
고경덕,서울 서대문구 북가좌2동,159,65.5,1093837729,고졸,회사원,8333
전덕수,충남 논산시 광석면,157,76,1060261756,대재,무직,1045833
고영석,경기 파주시 조리읍,160,74.1,1038769626,대재,회사원,3065833
송정석,충북 괴산군 괴산읍,161,72.6,1056735375,대퇴,학생,80000
조청래,대구 남구 대명1동,173,78,1097314737,학사,자영업,3036667
신현숙,경남 진주시 금산면,149,70.4,1036509545,이학박사,자영업,8854107
서병만,서울 성북구 길음3동,155,63.5,1020206202,학사,주부,1008333
김인경,경기 의정부시 호원동,161,66.5,1063134063,대재,무직,1040833
김현숙,서울 서초구 잠원동,169,73.6,1034264183,대퇴,자영업,8055833
김용화,경기 고양시 탄현동,150,56.7,1099317307,학사,주부,2218806
배용제,서울 영등포구 당산동2가,183,79,1027025822,대재,회사원,48333
박양순,경북 포항시 청하면,173,93,1023676554,석사,주부,1032500
한보희,경기 고양시 일산2동,134,70.9,1088838234,학사,주부,9924465
조성준,충북 제천시 동현동,151,70.1,1075053271,대퇴,주부,2570052
송경숙,울산 동구 일산동,181,78,1082073779,전문학사,자영업,8020833
현형근,경남 마산시 자산동,162,70.6,1026242480,중졸,주부,3076667
김현정,경기 광명시 하안4동,171,88,1031219188,기타,자영업,8020833
윤정숙,전북 군산시 장재동,175,76.8,1089418212,석사,강사,2263954
서수원,경기 부천시 상2동,158,73.5,1094990207,석사,주부,46667
김숙자,서울 강남구 신사동,180,93.5,1055044570,기타,주부,8037500
김순자,경기 고양시 일산3동,168,81.6,1095167809,고졸,군인,8071667
정흥모,대구 달서구 성당동,139,59.1,1011964028,대퇴,주부,1072500
이자연,경기 양주시 봉양동,162,79.8,1095948958,대재,주부,2812319
김진호,서울 구로구 고척동,148,68.1,1012562551,학사,자영업,56667
최재승,경기 평택시 서정동,185,94.4,1078772376,고졸,회사원,8374175
표금례,경남 밀양시 삼문동,155,73,1068027856,석사,전문직,8022500
김옥순,서울 서대문구 홍제2동,147,75.1,1077202352,고졸,강사,1071667
구만서,서울 송파구 오금동,167,72.7,1098025672,고졸,주부,12747324
최옥미,경남 창원시 가음동,114,53.4,1044297476,대재,회사원,8932863
서원배,경남 거제시 신현읍,143,74,1038516428,석사,강사,1030000
이순덕,경기 부천시 역곡1동,155,65.1,1060215656,대퇴,회사원,8080833
진박중,경기 광명시 옥길동,156,66.3,1082162809,공학박사,회사원,2344811
윤도기,광주 북구 중흥3동,177,77.6,1027193600,대퇴,무직,80833
박종기,경기 동두천시 생연동,171,78.1,1035478227,이학박사,무직,1052500
김장춘,경기 파주시 파주읍,152,75,1062847394,고졸,무직,8045000
김태수,서울 도봉구 창2동,153,54,1091619563,석사,학생,1010000
최민자,경기 여주군 북내면,164,68.1,1040637159,기타,주부,8055833
서영교,경기 김포시 장기동,144,62.6,1024069099,대재,회사원,3071667
김희선,경기 고양시 일산1동,161,68.7,1037368874,석사,자영업,1701697
전복규,인천 계양구 효성2동,154,82,1037849088,석사,학생,9027224
임금숙,경기 하남시 하사창동,131,63.5,1054941911,초졸,무직,1042500
신남현,서울 서초구 방배동,151,69,1066763516,석사,주부,1016667
이항복,경기 남양주시 화도읍,137,64.9,1090268772,대재,주부,3890220
권중희,경기 고양시 성사동,180,76.5,1025194883,석사,자영업,1018333
박종철,전북 부안군 변산면,170,65.6,1048145612,전문학사,자영업,7050000
전후본,서울 양천구 신정4동,154,70,1049249469,중졸,전문직,1025833
간정길,충남 서산시 해미면,138,65,1096520012,대재,전문직,1033333
문영철,경기 화성시 봉담읍,160,59.6,1013484129,석사,무직,63333
박건순,서울 중랑구 중화2동,171,74.5,1068516263,고졸,전문직,18333
편정임,경기 평택시 포승면,155,64.1,1026900692,석사,전문직,3128175
이광우,경기 고양시 덕이동,142,62,1019637214,학사,무직,1041667
